MethodName,MethodFullName,ReturnType,ErrorType,Message
get_Enabled,System.Boolean Windows.Foundation.Diagnostics.TracingStatusChangedEventArgs::get_Enabled(),System.Boolean,Internal Flag Set,Use of System.Boolean Windows.Foundation.Diagnostics.TracingStatusChangedEventArgs::get_Enabled() is non-deterministic [Internal Flag Set]
get_TraceLevel,Windows.Foundation.Diagnostics.CausalityTraceLevel Windows.Foundation.Diagnostics.TracingStatusChangedEventArgs::get_TraceLevel(),Windows.Foundation.Diagnostics.CausalityTraceLevel,Internal Flag Set,Use of Windows.Foundation.Diagnostics.CausalityTraceLevel Windows.Foundation.Diagnostics.TracingStatusChangedEventArgs::get_TraceLevel() is non-deterministic [Internal Flag Set]
.ctor,System.Void Windows.Foundation.Diagnostics.TracingStatusChangedEventArgs::.ctor(),System.Void,Internal Flag Set,Use of System.Void Windows.Foundation.Diagnostics.TracingStatusChangedEventArgs::.ctor() is non-deterministic [Internal Flag Set]
get_IsAlive,System.Boolean Internal.Runtime.Augments.RuntimeThread::get_IsAlive(),System.Boolean,Internal Flag Set,Use of System.Boolean Internal.Runtime.Augments.RuntimeThread::get_IsAlive() is non-deterministic [Internal Flag Set]
IsBackgroundNative,System.Boolean Internal.Runtime.Augments.RuntimeThread::IsBackgroundNative(),System.Boolean,Internal Flag Set,Use of System.Boolean Internal.Runtime.Augments.RuntimeThread::IsBackgroundNative() is non-deterministic [Internal Flag Set]
SetBackgroundNative,System.Void Internal.Runtime.Augments.RuntimeThread::SetBackgroundNative(System.Boolean),System.Void,Internal Flag Set,Use of System.Void Internal.Runtime.Augments.RuntimeThread::SetBackgroundNative(System.Boolean) is non-deterministic [Internal Flag Set]
get_IsThreadPoolThread,System.Boolean Internal.Runtime.Augments.RuntimeThread::get_IsThreadPoolThread(),System.Boolean,Internal Flag Set,Use of System.Boolean Internal.Runtime.Augments.RuntimeThread::get_IsThreadPoolThread() is non-deterministic [Internal Flag Set]
GetPriorityNative,System.Int32 Internal.Runtime.Augments.RuntimeThread::GetPriorityNative(),System.Int32,Internal Flag Set,Use of System.Int32 Internal.Runtime.Augments.RuntimeThread::GetPriorityNative() is non-deterministic [Internal Flag Set]
SetPriorityNative,System.Void Internal.Runtime.Augments.RuntimeThread::SetPriorityNative(System.Int32),System.Void,Internal Flag Set,Use of System.Void Internal.Runtime.Augments.RuntimeThread::SetPriorityNative(System.Int32) is non-deterministic [Internal Flag Set]
GetThreadStateNative,System.Int32 Internal.Runtime.Augments.RuntimeThread::GetThreadStateNative(),System.Int32,Internal Flag Set,Use of System.Int32 Internal.Runtime.Augments.RuntimeThread::GetThreadStateNative() is non-deterministic [Internal Flag Set]
GetApartmentStateNative,System.Int32 Internal.Runtime.Augments.RuntimeThread::GetApartmentStateNative(),System.Int32,Internal Flag Set,Use of System.Int32 Internal.Runtime.Augments.RuntimeThread::GetApartmentStateNative() is non-deterministic [Internal Flag Set]
SetApartmentStateNative,"System.Int32 Internal.Runtime.Augments.RuntimeThread::SetApartmentStateNative(System.Int32,System.Boolean)",System.Int32,Internal Flag Set,"Use of System.Int32 Internal.Runtime.Augments.RuntimeThread::SetApartmentStateNative(System.Int32,System.Boolean) is non-deterministic [Internal Flag Set]"
DisableComObjectEagerCleanup,System.Void Internal.Runtime.Augments.RuntimeThread::DisableComObjectEagerCleanup(),System.Void,Internal Flag Set,Use of System.Void Internal.Runtime.Augments.RuntimeThread::DisableComObjectEagerCleanup() is non-deterministic [Internal Flag Set]
InterruptInternal,System.Void Internal.Runtime.Augments.RuntimeThread::InterruptInternal(),System.Void,Internal Flag Set,Use of System.Void Internal.Runtime.Augments.RuntimeThread::InterruptInternal() is non-deterministic [Internal Flag Set]
JoinInternal,System.Boolean Internal.Runtime.Augments.RuntimeThread::JoinInternal(System.Int32),System.Boolean,Internal Flag Set,Use of System.Boolean Internal.Runtime.Augments.RuntimeThread::JoinInternal(System.Int32) is non-deterministic [Internal Flag Set]
GetHashCode,System.Int32 System.Object::GetHashCode(),System.Int32,Known Non-Deterministic Method,Use of System.Int32 System.Object::GetHashCode() is not deterministic [Known Non-Deterministic Method]
GetType,System.Type System.Object::GetType(),System.Type,Internal Flag Set,Use of System.Type System.Object::GetType() is non-deterministic [Internal Flag Set]
MemberwiseClone,System.Object System.Object::MemberwiseClone(),System.Object,Internal Flag Set,Use of System.Object System.Object::MemberwiseClone() is non-deterministic [Internal Flag Set]
InternalCreate,"System.Array System.Array::InternalCreate(System.Void*,System.Int32,System.Int32*,System.Int32*)",System.Array,Internal Flag Set,"Use of System.Array System.Array::InternalCreate(System.Void*,System.Int32,System.Int32*,System.Int32*) is non-deterministic [Internal Flag Set]"
Copy,"System.Void System.Array::Copy(System.Array,System.Int32,System.Array,System.Int32,System.Int32,System.Boolean)",System.Void,Internal Flag Set,"Use of System.Void System.Array::Copy(System.Array,System.Int32,System.Array,System.Int32,System.Int32,System.Boolean) is non-deterministic [Internal Flag Set]"
Clear,"System.Void System.Array::Clear(System.Array,System.Int32,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.Array::Clear(System.Array,System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
InternalGetReference,"System.Void System.Array::InternalGetReference(System.Void*,System.Int32,System.Int32*)",System.Void,Internal Flag Set,"Use of System.Void System.Array::InternalGetReference(System.Void*,System.Int32,System.Int32*) is non-deterministic [Internal Flag Set]"
InternalSetValue,"System.Void System.Array::InternalSetValue(System.Void*,System.Object)",System.Void,Internal Flag Set,"Use of System.Void System.Array::InternalSetValue(System.Void*,System.Object) is non-deterministic [Internal Flag Set]"
get_Length,System.Int32 System.Array::get_Length(),System.Int32,Internal Flag Set,Use of System.Int32 System.Array::get_Length() is non-deterministic [Internal Flag Set]
get_LongLength,System.Int64 System.Array::get_LongLength(),System.Int64,Internal Flag Set,Use of System.Int64 System.Array::get_LongLength() is non-deterministic [Internal Flag Set]
GetLength,System.Int32 System.Array::GetLength(System.Int32),System.Int32,Internal Flag Set,Use of System.Int32 System.Array::GetLength(System.Int32) is non-deterministic [Internal Flag Set]
get_Rank,System.Int32 System.Array::get_Rank(),System.Int32,Internal Flag Set,Use of System.Int32 System.Array::get_Rank() is non-deterministic [Internal Flag Set]
GetUpperBound,System.Int32 System.Array::GetUpperBound(System.Int32),System.Int32,Internal Flag Set,Use of System.Int32 System.Array::GetUpperBound(System.Int32) is non-deterministic [Internal Flag Set]
GetLowerBound,System.Int32 System.Array::GetLowerBound(System.Int32),System.Int32,Internal Flag Set,Use of System.Int32 System.Array::GetLowerBound(System.Int32) is non-deterministic [Internal Flag Set]
GetDataPtrOffsetInternal,System.Int32 System.Array::GetDataPtrOffsetInternal(),System.Int32,Internal Flag Set,Use of System.Int32 System.Array::GetDataPtrOffsetInternal() is non-deterministic [Internal Flag Set]
TrySZBinarySearch,"System.Boolean System.Array::TrySZBinarySearch(System.Array,System.Int32,System.Int32,System.Object,System.Int32&)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Array::TrySZBinarySearch(System.Array,System.Int32,System.Int32,System.Object,System.Int32&) is non-deterministic [Internal Flag Set]"
TrySZIndexOf,"System.Boolean System.Array::TrySZIndexOf(System.Array,System.Int32,System.Int32,System.Object,System.Int32&)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Array::TrySZIndexOf(System.Array,System.Int32,System.Int32,System.Object,System.Int32&) is non-deterministic [Internal Flag Set]"
TrySZLastIndexOf,"System.Boolean System.Array::TrySZLastIndexOf(System.Array,System.Int32,System.Int32,System.Object,System.Int32&)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Array::TrySZLastIndexOf(System.Array,System.Int32,System.Int32,System.Object,System.Int32&) is non-deterministic [Internal Flag Set]"
TrySZReverse,"System.Boolean System.Array::TrySZReverse(System.Array,System.Int32,System.Int32)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Array::TrySZReverse(System.Array,System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
TrySZSort,"System.Boolean System.Array::TrySZSort(System.Array,System.Array,System.Int32,System.Int32)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Array::TrySZSort(System.Array,System.Array,System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
Initialize,System.Void System.Array::Initialize(),System.Void,Internal Flag Set,Use of System.Void System.Array::Initialize() is non-deterministic [Internal Flag Set]
get_Chars,System.Char System.String::get_Chars(System.Int32),System.Char,Internal Flag Set,Use of System.Char System.String::get_Chars(System.Int32) is non-deterministic [Internal Flag Set]
get_Length,System.Int32 System.String::get_Length(),System.Int32,Internal Flag Set,Use of System.Int32 System.String::get_Length() is non-deterministic [Internal Flag Set]
.ctor,System.Void System.String::.ctor(System.Char*),System.Void,Internal Flag Set,Use of System.Void System.String::.ctor(System.Char*) is non-deterministic [Internal Flag Set]
.ctor,"System.Void System.String::.ctor(System.Char*,System.Int32,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.String::.ctor(System.Char*,System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
.ctor,System.Void System.String::.ctor(System.SByte*),System.Void,Internal Flag Set,Use of System.Void System.String::.ctor(System.SByte*) is non-deterministic [Internal Flag Set]
.ctor,"System.Void System.String::.ctor(System.SByte*,System.Int32,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.String::.ctor(System.SByte*,System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
.ctor,"System.Void System.String::.ctor(System.SByte*,System.Int32,System.Int32,System.Text.Encoding)",System.Void,Internal Flag Set,"Use of System.Void System.String::.ctor(System.SByte*,System.Int32,System.Int32,System.Text.Encoding) is non-deterministic [Internal Flag Set]"
FastAllocateString,System.String System.String::FastAllocateString(System.Int32),System.String,Internal Flag Set,Use of System.String System.String::FastAllocateString(System.Int32) is non-deterministic [Internal Flag Set]
.ctor,"System.Void System.String::.ctor(System.Char[],System.Int32,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.String::.ctor(System.Char[],System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
.ctor,System.Void System.String::.ctor(System.Char[]),System.Void,Internal Flag Set,Use of System.Void System.String::.ctor(System.Char[]) is non-deterministic [Internal Flag Set]
.ctor,"System.Void System.String::.ctor(System.Char,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.String::.ctor(System.Char,System.Int32) is non-deterministic [Internal Flag Set]"
IsFastSort,System.Boolean System.String::IsFastSort(),System.Boolean,Internal Flag Set,Use of System.Boolean System.String::IsFastSort() is non-deterministic [Internal Flag Set]
IsAscii,System.Boolean System.String::IsAscii(),System.Boolean,Internal Flag Set,Use of System.Boolean System.String::IsAscii() is non-deterministic [Internal Flag Set]
SetTrailByte,System.Void System.String::SetTrailByte(System.Byte),System.Void,Internal Flag Set,Use of System.Void System.String::SetTrailByte(System.Byte) is non-deterministic [Internal Flag Set]
TryGetTrailByte,System.Boolean System.String::TryGetTrailByte(System.Byte&),System.Boolean,Internal Flag Set,Use of System.Boolean System.String::TryGetTrailByte(System.Byte&) is non-deterministic [Internal Flag Set]
CompareOrdinalHelper,"System.Int32 System.String::CompareOrdinalHelper(System.String,System.Int32,System.Int32,System.String,System.Int32,System.Int32)",System.Int32,Internal Flag Set,"Use of System.Int32 System.String::CompareOrdinalHelper(System.String,System.Int32,System.Int32,System.String,System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
nativeCompareOrdinalIgnoreCaseWC,"System.Int32 System.String::nativeCompareOrdinalIgnoreCaseWC(System.String,System.SByte*)",System.Int32,Internal Flag Set,"Use of System.Int32 System.String::nativeCompareOrdinalIgnoreCaseWC(System.String,System.SByte*) is non-deterministic [Internal Flag Set]"
InternalMarvin32HashString,"System.Int32 System.String::InternalMarvin32HashString(System.String,System.Int32,System.Int64)",System.Int32,Internal Flag Set,"Use of System.Int32 System.String::InternalMarvin32HashString(System.String,System.Int32,System.Int64) is non-deterministic [Internal Flag Set]"
InternalUseRandomizedHashing,System.Boolean System.String::InternalUseRandomizedHashing(),System.Boolean,PInvokeImpl Flag Set,Use of System.Boolean System.String::InternalUseRandomizedHashing() is non-deterministic [PInvokeImpl Flag Set]
ReplaceInternal,"System.String System.String::ReplaceInternal(System.String,System.String)",System.String,Internal Flag Set,"Use of System.String System.String::ReplaceInternal(System.String,System.String) is non-deterministic [Internal Flag Set]"
IndexOfAny,"System.Int32 System.String::IndexOfAny(System.Char[],System.Int32,System.Int32)",System.Int32,Internal Flag Set,"Use of System.Int32 System.String::IndexOfAny(System.Char[],System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
LastIndexOfAny,"System.Int32 System.String::LastIndexOfAny(System.Char[],System.Int32,System.Int32)",System.Int32,Internal Flag Set,"Use of System.Int32 System.String::LastIndexOfAny(System.Char[],System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
IsImmutableAgileException,System.Boolean System.Exception::IsImmutableAgileException(System.Exception),System.Boolean,Internal Flag Set,Use of System.Boolean System.Exception::IsImmutableAgileException(System.Exception) is non-deterministic [Internal Flag Set]
GetMethodFromStackTrace,System.IRuntimeMethodInfo System.Exception::GetMethodFromStackTrace(System.Object),System.IRuntimeMethodInfo,Internal Flag Set,Use of System.IRuntimeMethodInfo System.Exception::GetMethodFromStackTrace(System.Object) is non-deterministic [Internal Flag Set]
PrepareForForeignExceptionRaise,System.Void System.Exception::PrepareForForeignExceptionRaise(),System.Void,Internal Flag Set,Use of System.Void System.Exception::PrepareForForeignExceptionRaise() is non-deterministic [Internal Flag Set]
GetStackTracesDeepCopy,"System.Void System.Exception::GetStackTracesDeepCopy(System.Exception,System.Object&,System.Object&)",System.Void,Internal Flag Set,"Use of System.Void System.Exception::GetStackTracesDeepCopy(System.Exception,System.Object&,System.Object&) is non-deterministic [Internal Flag Set]"
SaveStackTracesFromDeepCopy,"System.Void System.Exception::SaveStackTracesFromDeepCopy(System.Exception,System.Object,System.Object)",System.Void,Internal Flag Set,"Use of System.Void System.Exception::SaveStackTracesFromDeepCopy(System.Exception,System.Object,System.Object) is non-deterministic [Internal Flag Set]"
CopyStackTrace,System.Object System.Exception::CopyStackTrace(System.Object),System.Object,Internal Flag Set,Use of System.Object System.Exception::CopyStackTrace(System.Object) is non-deterministic [Internal Flag Set]
CopyDynamicMethods,System.Object System.Exception::CopyDynamicMethods(System.Object),System.Object,Internal Flag Set,Use of System.Object System.Exception::CopyDynamicMethods(System.Object) is non-deterministic [Internal Flag Set]
nIsTransient,System.Boolean System.Exception::nIsTransient(System.Int32),System.Boolean,Internal Flag Set,Use of System.Boolean System.Exception::nIsTransient(System.Int32) is non-deterministic [Internal Flag Set]
GetMessageFromNativeResources,"System.Void System.Exception::GetMessageFromNativeResources(System.Exception/ExceptionMessageKind,System.Runtime.CompilerServices.StringHandleOnStack)",System.Void,PInvokeImpl Flag Set,"Use of System.Void System.Exception::GetMessageFromNativeResources(System.Exception/ExceptionMessageKind,System.Runtime.CompilerServices.StringHandleOnStack) is non-deterministic [PInvokeImpl Flag Set]"
GetSystemTimeAsFileTime,System.Int64 System.DateTime::GetSystemTimeAsFileTime(),System.Int64,Internal Flag Set,Use of System.Int64 System.DateTime::GetSystemTimeAsFileTime() is non-deterministic [Internal Flag Set]
Add,"System.DateTime System.DateTime::Add(System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.DateTime::Add(System.Double,System.Int32)"
Add,"System.DateTime System.DateTime::Add(System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.DateTime::Add(System.Double,System.Int32)"
Add,"System.DateTime System.DateTime::Add(System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.DateTime::Add(System.Double,System.Int32)"
Add,"System.DateTime System.DateTime::Add(System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.DateTime::Add(System.Double,System.Int32)"
DoubleDateToTicks,System.Int64 System.DateTime::DoubleDateToTicks(System.Double),System.Int64,Float usage,Float used within System.Int64 System.DateTime::DoubleDateToTicks(System.Double)
DoubleDateToTicks,System.Int64 System.DateTime::DoubleDateToTicks(System.Double),System.Int64,Float usage,Float used within System.Int64 System.DateTime::DoubleDateToTicks(System.Double)
DoubleDateToTicks,System.Int64 System.DateTime::DoubleDateToTicks(System.Double),System.Int64,Float usage,Float used within System.Int64 System.DateTime::DoubleDateToTicks(System.Double)
DoubleDateToTicks,System.Int64 System.DateTime::DoubleDateToTicks(System.Double),System.Int64,Float usage,Float used within System.Int64 System.DateTime::DoubleDateToTicks(System.Double)
DoubleDateToTicks,System.Int64 System.DateTime::DoubleDateToTicks(System.Double),System.Int64,Float usage,Float used within System.Int64 System.DateTime::DoubleDateToTicks(System.Double)
DoubleDateToTicks,System.Int64 System.DateTime::DoubleDateToTicks(System.Double),System.Int64,Float usage,Float used within System.Int64 System.DateTime::DoubleDateToTicks(System.Double)
TicksToOADate,System.Double System.DateTime::TicksToOADate(System.Int64),System.Double,Float usage,Float used within System.Double System.DateTime::TicksToOADate(System.Int64)
TicksToOADate,System.Double System.DateTime::TicksToOADate(System.Int64),System.Double,Float usage,Float used within System.Double System.DateTime::TicksToOADate(System.Int64)
TicksToOADate,System.Double System.DateTime::TicksToOADate(System.Int64),System.Double,Float usage,Float used within System.Double System.DateTime::TicksToOADate(System.Int64)
BindToMethodName,"System.Boolean System.Delegate::BindToMethodName(System.Object,System.RuntimeType,System.String,System.DelegateBindingFlags)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Delegate::BindToMethodName(System.Object,System.RuntimeType,System.String,System.DelegateBindingFlags) is non-deterministic [Internal Flag Set]"
